segment_id,latitude,longitude,upstream_npdes_count,upstream_npdes_pfas_count,nearest_pfas_facility_km,upstream_discharge_volume_m3,pfas_industry_density,afff_site_nearby,wwtp_upstream,landfill_upstream,mean_annual_flow_m3s,low_flow_7q10_m3s,stream_order,watershed_area_km2,baseflow_index,mean_velocity_ms,pct_urban,pct_agriculture,pct_forest,pct_impervious,population_density,airport_within_10km,fire_training_site,ph,temperature_c,dissolved_organic_carbon_mgl,total_organic_carbon_mgl,conductivity_us_cm,water_pfas_ng_l
seg_003939,34.317571220139776,-75.45751765803409,3,0,55.72,7171.0,0.814,0,0,0,22.67,3.667,3,216.4,0.306,1.374,62.8,48.8,0.0,45.7,402.0,0,0,7.44,24.1,1.24,1.54,276.2,17.16
seg_003940,32.528193539084,-81.266718183737,1,0,16.24,2674.0,1.226,0,1,0,77.97,5.502,6,1715.7,0.207,1.204,25.2,66.9,15.4,10.0,14.8,0,0,6.85,13.8,2.34,2.6,534.0,3.21
seg_003941,32.842671645652445,-74.50206007428976,2,0,12.88,17275.0,0.631,0,0,0,5.14,0.728,1,122.7,0.456,1.796,23.6,68.8,16.4,15.3,1320.9,0,0,7.61,9.1,1.09,1.17,303.3,7.72
seg_003942,41.14943628735778,-76.77329439134255,1,0,48.4,2793.0,0.514,0,1,0,19.48,4.979,4,673.2,0.458,1.525,43.3,71.3,0.0,16.0,29.3,0,0,7.04,21.3,2.39,2.51,114.2,56.48
seg_003943,35.00204845687245,-91.77256626188694,4,0,14.19,11.0,0.075,0,0,0,8.79,1.907,1,226.2,0.784,1.835,14.1,24.3,59.8,10.9,19.5,0,0,6.92,21.5,4.09,4.7,754.2,4.8
seg_003944,37.346390004594376,-84.0163185318201,4,0,15.59,6848.0,0.057,0,0,0,56.5,4.686,5,2130.1,0.284,1.778,40.7,57.4,1.0,30.2,21.6,0,0,6.74,14.0,6.25,6.42,365.4,6.35
seg_003945,32.62730185499734,-76.22245910865844,3,0,4.37,27878.0,0.142,0,0,0,6.98,1.168,3,66.4,0.312,0.725,55.9,38.3,12.1,41.1,65.3,0,0,8.25,24.5,4.32,5.15,411.7,11.82
seg_003946,32.660441161335086,-79.39337091141994,0,0,23.49,6895.0,0.189,0,1,0,7.37,2.075,1,141.6,0.772,0.349,20.2,85.5,3.5,16.1,17.2,0,0,7.17,24.2,0.95,1.16,183.1,9.17
seg_003947,38.24595442774983,-84.0950237908314,4,0,10.99,105.0,0.482,0,1,0,10.09,1.088,3,460.8,0.256,1.434,20.2,93.8,0.0,8.4,28.9,0,0,6.39,18.2,3.56,4.02,225.4,18.22
seg_003948,30.951271365345402,-82.53435806197525,3,0,26.79,19413.0,1.049,0,0,0,16.86,4.321,5,117.6,0.69,1.874,28.7,77.0,0.0,21.7,2.4,1,0,6.79,18.3,1.59,1.91,453.1,4.53
seg_003949,33.754358696284186,-87.62494648035752,9,0,15.77,7264.0,1.165,0,1,1,21.6,4.127,2,747.2,0.697,1.828,41.4,33.0,31.1,26.8,97.7,1,0,7.17,3.4,8.61,8.96,96.6,19.85
seg_003950,35.1020822332167,-80.35349315010558,2,0,38.85,6496.0,0.588,0,0,1,6.17,0.859,1,184.7,0.332,1.848,20.9,62.5,15.2,14.8,52.8,0,0,7.44,11.6,2.98,3.16,259.8,6.7
seg_003951,35.33411780552016,-71.15724109593694,6,0,9.76,214.0,0.427,0,1,0,36.72,10.754,7,283.3,0.417,1.755,47.6,70.0,0.0,23.9,197.3,0,0,7.0,16.7,2.86,3.8,539.3,4.04
seg_003952,34.46272014495153,-76.7802664370707,2,0,5.66,1293.0,0.14,0,1,0,1.9,0.437,2,20.7,0.747,0.933,50.7,51.0,0.0,34.7,10094.1,0,0,6.96,18.2,3.92,4.26,71.3,25.24
seg_003953,36.18745934328777,-71.23833199524631,3,0,36.42,435.0,1.39,0,0,0,6.9,0.892,2,123.6,0.582,1.879,37.6,86.6,0.0,24.7,5.1,0,0,6.7,25.5,5.61,6.16,130.5,10.48
seg_003954,37.07856726745344,-76.47041164084008,2,1,14.54,22708.0,0.556,0,1,1,51.55,5.088,6,494.5,0.704,1.311,65.9,60.6,0.0,44.2,1.3,0,0,6.74,17.8,1.35,1.86,245.0,13.55
seg_003955,37.20391263637799,-75.89008262658923,0,0,24.88,8617.0,0.381,1,0,0,34.45,9.286,3,745.5,0.692,1.678,17.8,31.2,50.1,8.3,8.4,1,0,8.37,25.4,3.16,3.67,162.3,51.58
seg_003956,32.04258857399652,-72.1036852490199,1,0,84.94,1029.0,0.055,0,0,0,12.94,2.561,3,455.2,0.51,0.668,20.8,29.6,47.3,9.0,59.4,0,0,7.23,32.3,3.02,3.76,150.5,1.62
seg_003957,34.147534706213605,-78.4909469626311,4,1,11.51,956.0,1.127,0,0,0,11.54,0.683,3,438.5,0.238,1.05,33.6,45.6,12.8,24.9,15.6,0,0,8.12,5.8,1.67,2.48,277.4,51.03
seg_003958,38.584288585630816,-80.74890928602753,2,1,4.28,1874.0,0.228,0,1,0,5.67,0.891,4,122.0,0.523,0.323,23.7,11.6,68.1,12.0,325.4,0,0,7.76,7.5,1.4,1.76,563.3,35.91
seg_003959,37.683941562721614,-75.86936993351195,2,0,16.69,5634.0,1.154,0,0,0,11.38,1.831,4,508.7,0.217,0.393,39.6,53.8,0.0,27.8,29.6,0,0,7.09,10.5,3.3,3.94,274.7,8.52
seg_003960,30.88142164555681,-74.18463905151246,3,0,19.53,22050.0,0.092,0,0,0,4.38,1.068,1,194.2,0.396,1.634,61.4,22.7,0.0,39.8,17.0,0,0,7.48,20.7,2.81,3.4,79.2,9.96
seg_003961,36.0544397010566,-81.91985857084883,3,0,43.57,566.0,0.025,0,1,0,29.4,3.222,5,336.8,0.277,1.893,38.9,47.5,6.2,15.2,807.4,0,0,7.79,15.6,7.85,10.06,258.5,4.24
seg_003962,29.06532425187557,-82.88627632936011,2,0,6.51,8305.0,0.285,0,1,0,19.49,3.205,2,688.3,0.452,1.103,19.6,74.1,18.3,7.6,230.8,0,0,7.41,23.0,1.19,1.61,63.6,3.86
seg_003963,35.14080470618111,-79.44457587027648,4,2,2.92,2195.0,0.096,0,1,0,22.48,1.571,2,382.9,0.256,1.023,50.7,63.1,0.0,34.3,596.1,0,0,7.14,10.7,2.67,3.56,227.7,95.33
seg_003964,40.693301050237935,-76.67400453227336,1,0,1.34,9.0,0.034,0,0,0,4.39,0.355,4,139.2,0.441,1.89,10.8,57.4,33.1,8.6,657.3,0,0,7.06,7.9,3.43,4.55,130.5,18.99
seg_003965,32.15632184819304,-76.80763580535375,5,0,36.32,1414.0,0.625,0,1,1,10.59,2.633,2,232.3,0.22,1.679,43.9,60.9,0.0,33.5,74.8,0,0,6.73,15.1,4.99,5.81,230.6,5.64
seg_003966,32.497030863525254,-85.69667040075039,6,0,40.87,9094.0,0.149,0,0,0,11.47,2.075,3,350.7,0.39,0.447,9.4,43.3,61.0,3.8,3.0,0,0,6.79,11.1,0.85,1.27,140.9,0.91
seg_003967,37.292089344718576,-72.35357573174672,2,0,18.33,834.0,0.509,0,1,0,12.63,1.85,2,420.1,0.439,0.179,42.0,40.5,11.3,18.7,2.0,1,0,7.85,20.8,4.45,5.16,307.6,10.46
seg_003968,30.37159545437106,-82.5646597175874,6,0,23.18,8403.0,0.423,0,0,0,27.34,3.186,4,322.3,0.329,1.905,38.2,36.8,20.2,28.6,255.0,0,0,8.29,24.3,2.79,3.42,279.6,7.1
seg_003969,33.10173491034488,-81.06025998755432,5,0,41.57,16741.0,0.076,0,1,1,3.08,0.896,2,85.1,0.776,1.127,37.6,32.9,40.2,27.9,195.4,0,0,7.3,24.7,3.22,3.31,458.7,16.56
seg_003970,36.78932341274526,-83.61061743995128,8,0,9.37,44649.0,0.244,0,0,0,41.85,6.991,1,518.7,0.374,1.328,30.2,65.6,0.0,11.1,31.6,0,0,7.48,18.7,2.49,3.72,298.7,3.31
seg_003971,33.09714245693179,-69.20668465625165,12,0,28.02,549.0,0.034,0,0,1,38.23,7.297,5,501.6,0.566,1.109,16.8,48.3,24.4,6.1,118.6,0,0,7.39,4.6,2.22,2.9,631.0,1.74
seg_003972,34.292090038367085,-79.03171731884814,2,0,37.11,44097.0,0.458,0,0,0,8.75,2.59,4,336.9,0.367,1.503,34.3,51.9,26.0,14.9,52.4,1,0,7.75,17.9,3.05,3.64,112.9,77.83
seg_003973,37.2325571309451,-83.40390032272626,7,1,32.19,4287.0,0.101,0,0,1,3.46,0.824,1,159.6,0.677,1.805,25.1,38.1,34.6,17.3,99.6,0,0,6.59,26.6,8.2,11.55,86.5,5.05
seg_003974,36.264638250609686,-76.54430580015021,3,0,2.44,152.0,0.051,0,0,0,1.73,0.249,1,42.9,0.611,1.988,49.1,26.2,16.3,34.3,89.1,0,0,6.87,21.4,2.48,2.54,911.7,9.67
seg_003975,35.800455188886204,-76.92345688275987,0,0,10.29,2017.0,0.191,0,0,0,8.79,1.663,2,343.3,0.672,0.791,11.4,17.2,71.1,5.9,10.4,0,0,7.07,21.4,2.16,3.07,299.1,2.77
seg_003976,33.982633162189885,-80.75090809431954,0,0,21.96,2238.0,0.002,0,0,0,20.12,2.994,4,621.9,0.298,1.087,35.6,14.9,50.6,22.9,0.6,0,0,6.34,8.6,3.29,3.66,243.3,2.24
seg_003977,36.11018334580687,-76.63757314886647,5,0,2.26,1368.0,0.709,0,1,0,8.76,1.651,1,389.5,0.411,1.779,21.5,46.0,44.6,8.3,229.7,0,1,6.87,21.3,3.61,5.02,122.7,29.93
seg_003978,34.62880195970073,-83.30116784332346,1,0,33.86,331.0,0.086,0,1,0,23.74,5.026,7,1112.9,0.321,0.928,24.4,47.9,23.9,8.6,79.4,0,0,7.42,30.3,5.36,6.49,557.9,4.67
seg_003979,36.373416829777355,-81.97167309979702,6,0,31.86,7141.0,0.492,0,0,0,303.34,89.133,5,12929.4,0.623,0.782,34.0,59.8,0.0,25.3,890.0,1,0,6.8,23.5,3.25,4.56,213.4,6.47
seg_003980,33.509203924646066,-88.04086661826425,1,0,62.7,2790.0,0.894,0,0,1,10.66,2.484,4,496.4,0.607,1.941,23.6,12.4,79.6,15.3,81.6,0,0,7.02,12.4,1.15,1.2,684.9,13.09
seg_003981,34.45229307686137,-85.29580433687825,5,0,20.79,1378.0,1.246,0,0,0,3.0,0.673,1,48.8,0.785,1.491,34.5,36.6,39.2,22.2,312.4,1,0,7.49,12.7,3.85,4.46,850.9,8.02
seg_003982,32.03012662234396,-72.76947677731725,0,1,35.34,492.0,0.408,0,0,0,30.22,2.242,6,544.4,0.741,1.063,7.3,81.4,12.8,2.5,3.6,0,0,7.12,14.3,6.58,8.22,203.4,3.52
seg_003983,34.894977169981296,-73.43428548911075,6,0,6.03,105.0,0.776,0,1,1,7.42,0.963,3,233.0,0.762,1.612,29.4,66.6,6.3,20.3,659.3,0,0,6.67,20.0,2.23,2.75,277.6,7.39
seg_003984,32.56699740911347,-79.73684540540415,1,0,0.1,69682.0,0.303,0,1,1,33.81,4.064,3,1387.1,0.548,0.706,24.3,42.2,47.7,11.5,120.6,1,0,6.39,3.4,2.89,3.39,205.4,37.03
seg_003985,31.65786064951402,-73.34827421124065,4,0,5.67,2328.0,0.337,0,1,0,1.82,0.137,1,16.1,0.289,1.22,8.4,24.6,62.6,6.3,5.9,0,0,8.11,5.5,4.16,4.8,86.7,17.32
seg_003986,35.77598344356616,-80.64029794643322,8,0,1.93,24866.0,0.396,0,1,0,27.98,7.496,3,543.9,0.76,1.45,16.6,25.8,63.6,8.5,45.6,0,0,6.89,14.5,3.83,4.52,689.7,8.32
seg_003987,35.63821932757298,-80.97364121027164,3,0,16.74,33660.0,0.555,0,1,1,8.39,2.125,2,164.7,0.724,1.46,30.0,24.2,50.2,11.8,37.2,0,0,7.96,22.6,3.6,3.83,256.7,10.71
seg_003988,37.34862120484572,-79.77395740613777,1,0,18.95,28048.0,0.554,0,1,0,64.19,15.89,2,2830.2,0.448,0.472,29.9,69.7,0.0,13.7,47.2,0,0,7.59,20.7,2.91,3.77,1075.1,1.53
seg_003989,33.7066232912747,-80.49968638129427,2,0,31.02,16496.0,0.769,0,1,0,2.54,0.239,1,97.7,0.532,1.99,32.3,38.5,4.5,10.3,42.1,0,0,7.53,13.1,8.26,8.61,138.9,15.17
seg_003990,36.22415854051027,-80.86078529424073,5,1,4.55,6423.0,0.48,0,0,0,39.33,7.864,2,1348.4,0.259,1.533,33.5,60.1,0.0,23.7,20.6,0,0,6.1,29.6,2.92,4.08,406.1,9.13
seg_003991,36.65239271682099,-75.4264075714018,5,0,7.25,117.0,1.071,0,0,0,6.37,1.159,1,85.3,0.422,1.512,39.0,76.5,0.0,22.4,13.6,0,0,6.98,26.3,0.95,1.29,233.7,14.94
seg_003992,36.334321423494785,-79.3994573841752,6,0,43.37,91419.0,0.644,0,1,0,8.99,1.826,1,256.9,0.682,1.213,31.1,37.4,38.9,19.4,18.1,0,0,7.48,8.4,3.49,4.03,272.5,13.15
seg_003993,32.52303895159358,-77.15007294226479,1,0,25.78,396.0,1.322,0,0,0,1.18,0.291,1,6.4,0.786,0.751,40.1,49.3,3.7,13.9,226.8,0,0,6.97,13.4,1.13,1.2,396.6,6.86
seg_003994,35.448090446813566,-75.87447789889067,2,0,0.89,81972.0,0.694,0,1,1,18.76,1.379,4,268.8,0.491,1.028,2.2,89.3,4.7,1.2,39.8,1,0,7.27,23.3,3.0,4.11,438.5,17.29
seg_003995,36.092420888163986,-78.44725681738106,6,2,40.68,2451.0,0.776,0,1,0,12.53,1.225,3,515.0,0.37,0.909,38.7,48.0,0.0,24.3,100.3,0,0,7.09,24.4,5.9,8.72,121.0,103.16
seg_003996,35.02153540072383,-83.88108530363296,4,0,29.81,29205.0,0.984,0,0,0,58.62,7.053,5,2021.1,0.665,0.318,28.0,21.9,50.1,15.7,135.2,0,0,6.65,20.4,5.27,7.08,358.4,3.23
seg_003997,28.740567024886747,-85.41146355585616,3,0,6.2,22154.0,0.533,0,0,0,7.04,1.179,2,208.4,0.713,1.857,40.0,50.3,3.8,13.1,213.6,1,0,6.74,20.9,1.38,1.49,91.9,7.57
seg_003998,35.48146887192044,-79.40487746077078,9,2,2.6,8314.0,0.192,0,1,0,54.37,10.679,2,2334.8,0.582,1.065,14.4,28.7,46.0,7.5,9.9,0,0,7.43,25.2,1.61,1.77,106.1,290.31
seg_003999,41.63759311819173,-80.68502521929973,11,0,17.15,9869.0,0.05,0,0,1,12.46,1.573,3,310.0,0.49,0.182,48.5,8.7,45.4,21.3,149.0,0,0,6.88,19.7,2.24,2.77,152.6,52.97
seg_004000,43.27992146248604,-84.73782571323963,7,3,7.43,2966.0,0.366,0,1,0,1.42,0.11,2,25.0,0.736,0.897,17.4,67.1,9.1,8.5,83.7,0,0,7.15,22.0,1.87,2.54,174.6,77.26
seg_004001,42.543845804289354,-85.04816211774576,7,0,16.31,4807.0,1.519,0,0,0,7.39,1.306,2,315.7,0.606,0.899,25.4,43.6,26.9,11.3,66.3,0,0,7.35,9.3,3.34,4.05,165.1,352.64
seg_004002,44.7466971194228,-77.24927901950029,1,0,13.32,4718.0,0.011,0,0,0,11.78,0.764,2,219.5,0.201,0.265,33.6,48.8,19.4,14.9,1552.1,1,0,7.49,24.9,9.83,13.84,156.7,7.24
seg_004003,44.624756420933146,-88.99067876692402,6,1,21.84,5120.0,0.084,0,0,0,8.92,1.256,1,387.9,0.783,0.472,11.0,57.1,52.1,7.5,22.2,0,0,7.33,13.8,3.71,3.82,244.0,18.76
seg_004004,46.38547033083283,-90.96983880946337,3,0,26.21,3093.0,0.056,0,1,1,4.35,0.265,1,151.4,0.628,0.248,7.2,89.8,12.4,3.1,2722.3,1,0,7.64,19.1,1.1,1.42,355.6,12.08
seg_004005,41.484263688182224,-84.00286949944118,2,0,9.8,297.0,0.03,0,0,0,141.44,14.809,3,4726.1,0.49,0.405,5.2,32.9,76.5,4.2,1.5,0,0,6.6,20.1,2.35,3.52,182.6,155.38
seg_004006,45.46276050514999,-86.12926766376458,4,2,1.21,2169.0,1.122,0,1,0,22.95,1.779,3,197.1,0.209,0.318,16.7,52.4,13.9,12.9,4.7,0,0,8.05,11.9,1.74,2.04,492.6,38.86
seg_004007,45.180844122502926,-84.05179639081014,3,3,5.77,8695.0,0.279,0,0,0,10.07,1.627,3,266.6,0.227,1.814,15.4,62.9,20.1,7.9,3.6,0,0,7.88,12.8,3.17,3.78,310.1,252.36
seg_004008,43.715706926118905,-83.248350933148,2,1,3.54,2806.0,1.308,0,0,0,2.47,0.269,1,53.8,0.781,1.574,14.6,15.0,54.6,4.6,7.1,0,0,6.92,20.0,20.18,20.27,593.7,137.14
seg_004009,44.67737463584338,-81.14768591446331,5,2,84.03,4027.0,0.1,0,0,0,41.48,2.642,2,1938.2,0.678,1.758,44.4,26.5,21.8,22.8,253.6,0,0,7.25,13.9,6.03,8.66,458.6,179.28
seg_004010,46.05891496319671,-89.52167746115181,3,0,18.8,1145.0,0.263,0,0,1,20.8,2.59,5,115.7,0.258,0.363,36.5,51.2,0.0,17.4,169.8,0,0,7.19,18.1,2.14,2.35,56.5,16.69
seg_004011,45.7446307600569,-86.67015369357149,2,0,11.09,10006.0,0.075,0,0,1,33.48,9.144,4,1075.8,0.649,1.372,33.3,36.8,11.7,12.9,36.7,0,0,6.76,19.6,1.79,2.28,1032.8,82.7
seg_004012,41.71396137585254,-83.71371622335771,6,3,7.45,14820.0,0.002,0,0,0,46.08,12.009,3,1085.0,0.304,1.813,17.4,23.6,66.4,11.3,51.6,0,0,6.92,12.5,5.27,6.89,621.4,121.54
seg_004013,45.64031637351097,-82.68860921293832,1,1,35.33,31.0,0.691,0,0,0,15.77,4.27,5,650.2,0.433,1.911,71.5,43.3,0.0,29.4,4.6,1,0,7.17,22.5,1.97,2.26,189.8,58.63
seg_004014,43.87062278993496,-78.41965134913484,0,0,27.01,164.0,0.334,0,0,0,10.77,1.592,3,458.0,0.504,0.211,67.8,65.1,0.0,31.7,92.6,1,0,6.9,11.2,3.59,4.73,113.5,9.64
seg_004015,44.14574819603103,-82.1328880866584,3,2,5.83,3065.0,0.435,0,0,0,41.05,11.071,2,1062.7,0.742,0.82,45.5,62.9,0.0,26.9,968.7,0,0,7.34,14.7,4.77,5.3,1079.1,213.98
seg_004016,44.14639398200339,-85.17036578765884,2,0,24.37,10042.0,0.074,0,1,0,7.31,2.104,4,89.1,0.231,0.791,46.5,62.1,1.5,26.8,146.0,0,0,7.25,19.4,3.99,4.77,670.2,163.17
seg_004017,43.699514022403484,-87.67130725882798,1,0,54.54,7529.0,0.525,0,0,0,21.05,6.095,2,299.0,0.281,0.455,17.2,68.1,23.9,8.8,324.8,0,0,7.17,16.4,4.68,5.58,346.7,113.36
seg_004018,46.38341499421413,-86.69286955815706,3,1,6.78,2814.0,0.865,0,0,0,69.49,5.633,4,2611.3,0.663,0.393,10.2,93.9,0.0,7.0,7.2,0,0,6.81,7.5,3.53,4.84,94.0,29.73
seg_004019,43.83256408030157,-86.77810846887132,5,1,7.73,21327.0,0.048,0,0,0,6.65,1.702,2,279.6,0.798,0.805,19.4,77.8,6.9,9.1,1.2,0,0,8.08,16.9,1.86,1.89,587.1,332.86
seg_004020,41.76090774323366,-83.03429911445872,3,0,40.34,14514.0,0.429,0,1,0,78.22,10.491,4,1681.4,0.666,1.452,46.9,60.5,0.0,34.8,52.9,1,0,7.64,20.4,0.98,1.16,344.2,150.86
seg_004021,43.212940288060544,-84.22900766324251,4,2,6.76,2830.0,0.37,0,0,0,5.24,0.851,1,112.5,0.667,1.488,24.2,72.5,6.3,12.8,332.1,0,0,6.7,17.7,2.88,3.67,1136.9,86.32
seg_004022,44.35738943362095,-88.97094871252654,2,0,15.36,3131.0,1.158,0,0,1,14.98,3.205,5,188.1,0.518,1.197,12.3,50.3,51.8,4.5,94.0,0,0,6.93,17.5,5.14,5.9,159.8,6.91
seg_004023,46.4584295685941,-86.3077044072713,6,0,4.56,298.0,0.179,0,1,1,2.51,0.601,1,86.8,0.407,1.593,44.8,52.4,2.7,19.2,183.1,0,0,7.34,17.6,2.22,2.47,170.3,65.62
seg_004024,45.206189369897665,-82.36735733964574,4,0,6.48,5465.0,2.163,0,1,0,42.51,11.688,3,442.7,0.285,1.437,10.8,88.1,0.0,4.4,506.2,0,0,7.99,16.9,4.91,6.43,321.5,162.11
seg_004025,42.29892944250591,-83.94501293507783,1,2,9.7,10731.0,1.617,0,1,1,7.46,2.159,2,273.4,0.309,1.612,17.5,79.7,0.0,13.3,1111.5,1,0,7.71,21.4,12.0,16.3,103.2,360.52
seg_004026,48.0,-83.29406615196169,4,0,1.0,1073.0,0.057,1,1,1,5.83,1.413,1,186.0,0.466,1.952,44.2,77.8,0.0,24.5,58.2,0,0,6.65,17.9,2.17,2.98,227.0,92.57
seg_004027,44.52955062195596,-83.8512348698282,7,0,0.65,4671.0,0.726,0,1,0,14.05,1.546,2,582.6,0.778,1.201,40.9,82.5,0.0,26.6,15.3,0,0,7.64,15.4,3.06,4.34,199.3,223.77
seg_004028,46.55078147599803,-80.12070779617342,5,0,0.14,6777.0,0.548,0,1,0,0.98,0.174,1,31.3,0.564,1.556,54.3,60.8,0.0,40.4,11.0,0,0,7.03,16.9,2.63,3.84,192.6,29.0
seg_004029,43.69657113284554,-84.2918708085269,2,0,2.14,21533.0,0.892,1,0,1,13.54,1.847,3,194.0,0.72,1.683,57.0,42.6,0.0,33.5,10.2,0,0,7.12,9.5,5.32,5.65,423.8,300.06
seg_004030,45.066718489410896,-86.1580683936121,2,2,2.99,1972.0,0.802,0,0,0,12.87,3.427,1,399.4,0.347,1.835,12.4,51.2,45.4,4.0,71.6,1,0,6.67,30.8,1.51,1.53,112.5,92.55
seg_004031,45.67893700903681,-87.74726512340068,2,0,46.08,704.0,0.304,0,0,0,1.44,0.25,1,65.8,0.436,1.136,56.2,30.8,15.9,18.6,132.8,0,0,7.64,24.0,4.05,4.35,112.4,22.0
seg_004032,46.436389423508516,-84.25117162537086,6,1,3.33,1887.0,1.573,0,1,0,19.26,5.087,6,783.0,0.639,1.846,41.0,68.4,0.0,15.6,1.1,0,0,6.86,14.0,1.46,1.68,204.2,23.91
seg_004033,46.11473661075645,-92.32211204432525,6,1,32.47,7673.0,0.158,0,1,0,18.55,5.446,4,235.7,0.241,1.124,45.0,15.1,41.5,21.4,2.1,0,0,6.64,13.4,2.71,3.78,141.1,5.44
seg_004034,45.74439400014595,-85.55286700549813,2,0,1.9,5706.0,0.069,0,0,0,5.36,0.653,1,49.3,0.365,1.417,63.5,35.3,3.4,25.8,49.8,0,0,6.88,18.3,9.71,14.18,1022.2,122.45
seg_004035,43.369826537611786,-85.61751957976404,5,0,9.65,199.0,3.28,0,0,0,6.08,0.348,1,292.6,0.539,0.761,34.5,28.9,45.9,11.7,28.1,0,0,6.54,26.1,2.95,3.05,588.0,320.09
seg_004036,42.85650791608788,-89.09341256085185,1,1,15.7,2114.0,0.547,0,0,0,27.0,2.796,3,1041.2,0.62,1.972,29.5,26.6,42.7,14.7,54.9,0,0,7.34,23.7,4.58,4.75,745.3,13.25
seg_004037,44.6652150206484,-87.784797515968,3,0,11.66,525.0,0.614,1,0,0,32.75,6.876,2,1383.2,0.461,0.513,10.1,38.2,35.1,7.5,114.2,0,0,6.37,8.8,7.37,7.41,336.0,33.9
seg_004038,45.86625614468214,-82.57102740955527,1,3,29.69,4073.0,1.178,1,0,0,9.42,2.378,1,428.9,0.72,0.59,46.8,46.8,9.2,31.3,366.3,0,0,6.64,18.7,6.36,8.04,115.1,49.81
seg_004039,43.55455859844679,-84.30786475277512,2,2,1.59,8091.0,0.544,0,0,0,12.77,3.027,3,332.1,0.551,0.578,20.3,59.8,23.7,11.8,40.4,1,0,6.62,12.7,3.22,3.67,384.6,201.89
seg_004040,46.130343931428776,-84.69463499887802,3,0,13.63,32991.0,0.341,0,1,0,5.61,1.407,1,248.8,0.591,0.9,12.7,14.6,76.6,8.8,46.6,0,0,7.53,23.8,1.43,1.87,182.7,93.43
seg_004041,46.90523349097236,-84.08095739820394,3,1,32.63,45756.0,1.839,1,0,1,42.92,12.067,3,466.9,0.362,1.559,11.9,18.3,78.7,5.5,211.1,0,0,7.73,23.6,0.59,0.8,231.6,45.05
seg_004042,42.16735816185316,-84.72211723615322,3,1,13.05,10649.0,0.428,0,0,0,7.16,0.76,1,145.0,0.397,1.97,15.9,55.8,20.9,12.1,115.2,0,0,6.41,22.1,2.91,3.36,465.0,278.17
seg_004043,42.32615859240744,-81.27141231142505,3,1,67.14,1633.0,0.054,0,0,0,20.69,1.294,2,421.4,0.224,1.274,38.6,5.2,62.8,21.5,1381.4,0,0,6.24,22.2,7.15,10.33,495.4,46.24
seg_004044,43.71924988218933,-84.62971245488906,9,1,0.1,1703.0,0.358,0,0,0,6.91,0.912,1,45.6,0.245,1.273,31.1,64.2,21.1,17.4,16.6,0,0,7.13,14.2,4.28,6.36,401.2,239.05
seg_004045,44.615225336378394,-89.37463934145624,10,0,61.18,10541.0,1.058,0,1,0,3.67,0.968,1,49.3,0.778,1.103,24.8,44.7,26.5,11.8,4.6,0,1,8.11,12.4,2.39,2.95,166.9,34.62
seg_004046,42.9508659724659,-80.10961010537677,2,2,20.92,15065.0,0.057,0,1,0,3.88,0.901,3,146.8,0.53,1.814,50.6,34.6,16.8,29.5,82.1,0,0,7.06,19.5,10.78,15.53,332.0,76.85
seg_004047,46.70440535773429,-83.88897919801346,5,0,0.1,372.0,0.805,0,0,0,12.46,0.726,4,321.8,0.273,0.73,27.4,54.2,17.2,21.0,69.6,1,0,7.84,9.1,4.4,5.07,167.1,36.55
seg_004048,44.8481337230369,-86.76776119238521,1,0,10.65,392118.0,0.202,0,0,0,6.46,0.572,1,205.6,0.387,0.461,13.0,64.3,10.9,4.6,80.8,0,0,7.22,21.0,2.08,2.44,174.9,152.8
seg_004049,44.07889409648148,-88.76020515488506,2,0,38.35,8900.0,0.723,0,0,0,12.07,3.41,3,394.6,0.581,0.535,26.1,39.4,46.4,13.4,7.3,0,0,7.52,19.0,4.28,4.53,424.2,35.66
seg_004050,41.128180952262944,-83.81225733712586,5,0,2.71,23511.0,0.539,1,1,0,3.62,0.63,1,52.4,0.715,1.734,46.1,62.9,0.0,27.9,73.9,0,0,8.13,18.8,2.02,2.48,217.1,150.5
seg_004051,41.36836836714499,-85.35151601492312,2,2,16.0,9820.0,0.734,0,0,0,3.23,0.678,1,150.8,0.239,0.422,57.3,90.3,0.0,26.4,170.6,0,0,6.96,9.4,1.59,1.74,2392.0,63.96
seg_004052,44.56201850056361,-80.27755964190277,1,0,3.26,388.0,0.161,0,0,0,13.33,0.981,2,150.6,0.472,1.049,13.9,25.8,67.5,9.4,3.3,0,0,7.15,17.6,2.63,2.78,97.3,40.54
seg_004053,39.73480874769033,-86.03772184200048,6,0,38.95,1865.0,0.101,0,1,0,50.0,9.709,6,257.2,0.241,0.711,23.6,7.8,80.3,8.6,53.0,0,0,6.51,11.9,1.41,1.49,162.9,21.43
seg_004054,46.02527481928814,-87.5121423690474,5,0,20.32,926.0,0.036,0,1,1,15.73,4.114,6,265.2,0.477,0.448,34.6,71.7,0.0,22.3,50.7,0,0,7.55,14.0,3.03,4.26,354.1,48.03
seg_004055,43.683692311255356,-82.31261134529221,4,2,0.38,141.0,1.482,0,1,0,10.48,2.89,2,291.5,0.633,1.187,24.1,31.2,43.2,12.4,84.6,0,0,6.47,24.1,2.11,3.04,188.8,226.96
seg_004056,48.0,-82.22415432184951,4,1,2.52,337.0,0.653,0,1,0,43.6,7.092,4,547.3,0.664,1.725,16.7,53.4,21.8,5.1,23.3,0,0,7.61,28.3,5.04,7.45,95.1,30.83
